VaccinationDate,age_group,first_dose,second_dose,third_dose,fourth_dose
2021-03-06,50-59,1177,2472,0,0
2021-03-06,60-69,596,942,0,0
2021-03-06,30-39,2158,6998,0,0
2021-03-06,0-19,1451,2099,0,0
2021-03-06,70-79,257,354,0,0
2021-03-07,70-79,1105,1606,0,0
2021-03-07,0-19,3886,6542,0,0
2021-03-07,60-69,2033,3340,0,0
2021-03-07,20-29,8772,23087,0,0
2021-03-07,90+,135,131,0,0
2021-03-07,40-49,4768,11084,0,0
2021-03-07,30-39,6726,19791,0,0
2021-03-07,50-59,3144,6553,0,0
2021-03-07,80-89,533,684,0,0
2021-03-08,40-49,4028,11452,0,0
2021-03-08,0-19,3366,6394,0,0
2021-03-08,50-59,2757,7074,0,0
2021-03-08,90+,107,208,0,0
2021-03-08,80-89,426,776,0,0
2021-03-08,60-69,1644,3570,0,0
2021-03-08,20-29,8117,22577,0,0
2021-03-08,30-39,5981,19546,0,0
2021-03-08,70-79,909,1654,0,0
2021-03-09,50-59,2665,7089,0,0
2021-03-09,70-79,823,1727,0,0
2021-03-09,90+,88,168,0,0
2021-03-09,20-29,7729,24109,0,0
2021-03-09,80-89,434,768,0,0
2021-03-09,0-19,3358,7470,0,0
2021-03-09,40-49,4028,11790,0,0
2021-03-09,30-39,5864,19887,0,0
2021-03-09,60-69,1707,3565,0,0
2021-03-10,70-79,716,1038,0,0
2021-03-10,90+,88,94,0,0
2021-03-10,60-69,1315,2383,0,0
2021-03-10,40-49,3475,9039,0,0
2021-03-10,50-59,2183,5112,0,0
2021-03-10,20-29,6754,19591,0,0
2021-03-10,30-39,4949,14971,0,0
2021-03-10,0-19,3481,5989,0,0
2021-03-10,80-89,341,423,0,0
2021-03-11,0-19,3116,6912,0,0
2021-03-11,30-39,5261,18405,0,0
2021-03-11,90+,74,63,0,0
2021-03-11,20-29,6724,21676,0,0
2021-03-11,50-59,2213,6338,0,0
2021-03-11,40-49,3601,11279,0,0
2021-03-11,70-79,603,1078,0,0
2021-03-11,60-69,1334,2891,0,0
2021-03-11,80-89,325,404,0,0
2021-03-12,90+,28,20,0,0
2021-03-12,50-59,1033,3840,0,0
2021-03-12,40-49,1778,6809,0,0
2021-03-12,70-79,282,487,0,0
2021-03-12,30-39,2572,11316,0,0
2021-03-12,60-69,564,1518,0,0
2021-03-12,80-89,115,183,0,0
2021-03-12,0-19,1436,4062,0,0
2021-03-12,20-29,3426,13146,0,0
2021-03-13,70-79,145,341,0,0
2021-03-13,0-19,1127,2998,0,0
2021-03-13,80-89,53,148,0,0
2021-03-13,40-49,1286,4110,0,0
2021-03-13,30-39,1689,6108,0,0
2021-03-13,50-59,718,2353,0,0
2021-03-13,20-29,2560,8206,0,0
2021-03-13,90+,<15,26,0,0
2021-03-13,60-69,336,936,0,0
2021-03-14,90+,66,141,0,0
2021-03-14,50-59,1931,6775,0,0
2021-03-14,20-29,6314,22273,0,0
2021-03-14,70-79,585,1690,0,0
2021-03-14,0-19,2988,7362,0,0
2021-03-14,80-89,288,696,0,0
2021-03-14,40-49,2995,11734,0,0
2021-03-14,60-69,1199,3504,0,0
2021-03-14,30-39,4569,19735,0,0
2021-03-15,20-29,6159,23780,0,0
2021-03-15,0-19,2630,8052,0,0
2021-03-15,80-89,265,836,0,0
2021-03-15,50-59,1843,7097,0,0
2021-03-15,30-39,4553,20426,0,0
2021-03-15,60-69,1075,3819,0,0
2021-03-15,90+,59,200,0,0
2021-03-15,40-49,2990,12058,0,0
2021-03-15,70-79,520,1966,0,0
2021-03-16,70-79,531,1706,0,0
2021-03-16,60-69,1010,3395,0,0
2021-03-16,40-49,2795,10676,0,0
2021-03-16,30-39,4061,18169,0,0
2021-03-16,80-89,266,759,0,0
2021-03-16,90+,75,142,0,0
2021-03-16,50-59,1668,6382,0,0
2021-03-16,0-19,2597,7994,0,0
2021-03-16,20-29,5704,22219,0,0
2021-03-17,30-39,3971,14909,0,0
2021-03-17,70-79,468,1578,0,0
2021-03-17,50-59,1673,5531,0,0
2021-03-17,80-89,233,702,0,0
2021-03-17,90+,45,158,0,0
2021-03-17,40-49,2652,8973,0,0
2021-03-17,0-19,2368,6300,0,0
2021-03-17,20-29,5250,17916,0,0
2021-03-17,60-69,993,2911,0,0
2021-03-18,60-69,930,2847,0,0
2021-03-18,0-19,2073,6004,0,0
2021-03-18,50-59,1546,5557,0,0
2021-03-18,80-89,240,646,0,0
2021-03-18,30-39,3608,15049,0,0
2021-03-18,70-79,445,1302,0,0
2021-03-18,90+,67,131,0,0
2021-03-18,20-29,4650,17195,0,0
2021-03-18,40-49,2440,9364,0,0
2021-03-19,20-29,1959,8377,0,0
2021-03-19,30-39,1742,7533,0,0
2021-03-19,60-69,326,1223,0,0
2021-03-19,70-79,144,549,0,0
2021-03-19,80-89,75,282,0,0
2021-03-19,40-49,1132,4548,0,0
2021-03-19,90+,<15,41,0,0
2021-03-19,50-59,676,2708,0,0
2021-03-19,0-19,838,2689,0,0
2021-03-20,0-19,719,2068,0,0
2021-03-20,90+,<15,<15,0,0
2021-03-20,70-79,103,298,0,0
2021-03-20,60-69,236,604,0,0
2021-03-20,50-59,471,1433,0,0
2021-03-20,20-29,1781,4913,0,0
2021-03-20,40-49,778,2459,0,0
2021-03-20,80-89,47,104,0,0
2021-03-20,30-39,1053,3384,0,0
2021-03-21,70-79,377,1043,0,0
2021-03-21,50-59,1195,3720,0,0
2021-03-21,40-49,1839,6253,0,0
2021-03-21,30-39,2957,10335,0,0
2021-03-21,20-29,4013,11790,0,0
2021-03-21,0-19,1773,4550,0,0
2021-03-21,80-89,179,557,0,0
2021-03-21,90+,47,101,0,0
2021-03-21,60-69,754,2122,0,0
2021-03-22,60-69,746,1988,0,0
2021-03-22,20-29,4219,12023,0,0
2021-03-22,0-19,1714,4603,0,0
2021-03-22,80-89,164,556,0,0
2021-03-22,40-49,1917,6220,0,0
2021-03-22,70-79,419,1059,0,0
2021-03-22,50-59,1213,3662,0,0
2021-03-22,30-39,3062,10271,0,0
2021-03-22,90+,69,125,0,0
2021-03-23,0-19,337,834,0,0
2021-03-23,30-39,597,1764,0,0
2021-03-23,50-59,291,653,0,0
2021-03-23,90+,<15,18,0,0
2021-03-23,80-89,30,89,0,0
2021-03-23,20-29,853,2219,0,0
2021-03-23,70-79,77,183,0,0
2021-03-23,40-49,411,1198,0,0
2021-03-23,60-69,191,305,0,0
2021-03-24,30-39,2358,11386,0,0
2021-03-24,0-19,1393,5313,0,0
2021-03-24,90+,43,140,0,0
2021-03-24,20-29,3531,14398,0,0
2021-03-24,80-89,183,667,0,0
2021-03-24,50-59,929,4076,0,0
2021-03-24,70-79,311,1264,0,0
2021-03-24,60-69,554,2344,0,0
2021-03-24,40-49,1660,6924,0,0
2021-03-25,60-69,560,1590,0,0
2021-03-25,0-19,1291,4323,0,0
2021-03-25,40-49,1506,5418,0,0
2021-03-25,50-59,942,3181,0,0
2021-03-25,20-29,3135,10952,0,0
2021-03-25,80-89,157,416,0,0
2021-03-25,30-39,2291,8638,0,0
2021-03-25,90+,45,97,0,0
2021-03-25,70-79,285,773,0,0
2021-03-26,20-29,1218,4188,0,0
2021-03-26,70-79,110,259,0,0
2021-03-26,40-49,637,2130,0,0
2021-03-26,30-39,1007,3304,0,0
2021-03-26,0-19,484,1536,0,0
2021-03-26,80-89,44,141,0,0
2021-03-26,60-69,233,542,0,0
2021-03-26,50-59,396,1163,0,0
2021-03-26,90+,18,31,0,0
2021-03-27,90+,<15,<15,0,0
2021-03-27,50-59,142,390,0,0
2021-03-27,20-29,593,1509,0,0
2021-03-27,60-69,85,165,0,0
2021-03-27,30-39,401,881,0,0
2021-03-27,80-89,<15,27,0,0
2021-03-27,40-49,249,654,0,0
2021-03-27,0-19,259,545,0,0
2021-03-27,70-79,32,73,0,0
2021-03-28,60-69,72,190,0,0
2021-03-28,20-29,738,1501,0,0
2021-03-28,70-79,43,92,0,0
2021-03-28,80-89,15,28,0,0
2021-03-28,40-49,298,713,0,0
2021-03-28,90+,<15,<15,0,0
2021-03-28,0-19,289,682,0,0
2021-03-28,50-59,182,434,0,0
2021-03-28,30-39,445,944,0,0
2021-03-29,70-79,235,827,0,0
2021-03-29,50-59,719,2854,0,0
2021-03-29,60-69,470,1554,0,0
2021-03-29,30-39,1432,7022,0,0
2021-03-29,20-29,1880,8828,0,0
2021-03-29,90+,47,107,0,0
2021-03-29,0-19,912,3647,0,0
2021-03-29,40-49,1034,4712,0,0
2021-03-29,80-89,131,434,0,0
2021-03-30,80-89,158,379,0,0
2021-03-30,0-19,1135,2848,0,0
2021-03-30,40-49,1075,3360,0,0
2021-03-30,90+,58,81,0,0
2021-03-30,30-39,1614,5120,0,0
2021-03-30,60-69,495,1175,0,0
2021-03-30,70-79,287,616,0,0
2021-03-30,50-59,743,2131,0,0
2021-03-30,20-29,2264,6691,0,0
2021-03-31,30-39,1688,4717,0,0
2021-03-31,80-89,201,284,0,0
2021-03-31,20-29,2323,5680,0,0
2021-03-31,60-69,496,1021,0,0
2021-03-31,40-49,1207,2992,0,0
2021-03-31,70-79,313,549,0,0
2021-03-31,0-19,1017,2330,0,0
2021-03-31,90+,58,75,0,0
2021-03-31,50-59,806,1784,0,0
2021-04-01,80-89,168,241,0,0
2021-04-01,50-59,795,1661,0,0
2021-04-01,0-19,1133,2383,0,0
2021-04-01,70-79,272,435,0,0
2021-04-01,60-69,506,893,0,0
2021-04-01,40-49,1238,2774,0,0
2021-04-01,90+,48,63,0,0
2021-04-01,30-39,1639,4442,0,0
2021-04-01,20-29,2333,5756,0,0
2021-04-02,90+,<15,16,0,0
2021-04-02,20-29,852,2561,0,0
2021-04-02,80-89,29,86,0,0
2021-04-02,50-59,326,645,0,0
2021-04-02,40-49,453,1298,0,0
2021-04-02,30-39,688,2092,0,0
2021-04-02,60-69,135,328,0,0
2021-04-02,0-19,341,914,0,0
2021-04-02,70-79,68,156,0,0
2021-04-03,80-89,<15,17,0,0
2021-04-03,0-19,209,388,0,0
2021-04-03,50-59,139,223,0,0
2021-04-03,70-79,35,67,0,0
2021-04-03,90+,<15,<15,0,0
2021-04-03,30-39,264,606,0,0
2021-04-03,20-29,495,1085,0,0
2021-04-03,60-69,71,109,0,0
2021-04-03,40-49,189,443,0,0
2021-04-04,30-39,2106,5444,0,0
2021-04-04,0-19,1282,2999,0,0
2021-04-04,90+,57,69,0,0
2021-04-04,50-59,874,1854,0,0
2021-04-04,20-29,2859,7124,0,0
2021-04-04,60-69,571,1026,0,0
2021-04-04,80-89,162,310,0,0
2021-04-04,70-79,317,502,0,0
2021-04-04,40-49,1377,3476,0,0
2021-04-05,40-49,1436,2959,0,0
2021-04-05,20-29,2958,6820,0,0
2021-04-05,90+,70,79,0,0
2021-04-05,70-79,368,474,0,0
2021-04-05,30-39,2194,4836,0,0
2021-04-05,60-69,598,911,0,0
2021-04-05,80-89,224,248,0,0
2021-04-05,0-19,1519,3129,0,0
2021-04-05,50-59,941,1764,0,0
2021-04-06,90+,66,71,0,0
2021-04-06,40-49,1284,2494,0,0
2021-04-06,30-39,1959,3941,0,0
2021-04-06,50-59,864,1410,0,0
2021-04-06,70-79,386,413,0,0
2021-04-06,80-89,189,196,0,0
2021-04-06,0-19,1207,2236,0,0
2021-04-06,20-29,2448,5164,0,0
2021-04-06,60-69,574,811,0,0
2021-04-07,30-39,1837,3471,0,0
2021-04-07,80-89,177,218,0,0
2021-04-07,60-69,605,680,0,0
2021-04-07,0-19,1246,2141,0,0
2021-04-07,50-59,862,1304,0,0
2021-04-07,70-79,320,361,0,0
2021-04-07,20-29,2536,4691,0,0
2021-04-07,90+,84,56,0,0
2021-04-07,40-49,1213,2327,0,0
2021-04-08,60-69,593,807,0,0
2021-04-08,80-89,187,208,0,0
2021-04-08,70-79,318,391,0,0
2021-04-08,0-19,1265,2123,0,0
2021-04-08,40-49,1408,2579,0,0
2021-04-08,30-39,2023,4226,0,0
2021-04-08,20-29,2620,5128,0,0
2021-04-08,50-59,865,1447,0,0
2021-04-08,90+,83,47,0,0
2021-04-09,90+,<15,<15,0,0
2021-04-09,30-39,922,1650,0,0
2021-04-09,40-49,524,957,0,0
2021-04-09,70-79,84,109,0,0
2021-04-09,80-89,40,69,0,0
2021-04-09,60-69,186,243,0,0
2021-04-09,20-29,962,1863,0,0
2021-04-09,50-59,348,510,0,0
2021-04-09,0-19,482,778,0,0
2021-04-10,50-59,156,302,0,0
2021-04-10,30-39,349,752,0,0
2021-04-10,40-49,224,528,0,0
2021-04-10,60-69,83,117,0,0
2021-04-10,80-89,<15,29,0,0
2021-04-10,0-19,201,492,0,0
2021-04-10,70-79,44,68,0,0
2021-04-10,90+,<15,<15,0,0
2021-04-10,20-29,537,1205,0,0
2021-04-11,20-29,2571,4459,0,0
2021-04-11,0-19,1310,2042,0,0
2021-04-11,80-89,160,176,0,0
2021-04-11,60-69,568,680,0,0
2021-04-11,40-49,1219,1993,0,0
2021-04-11,70-79,346,341,0,0
2021-04-11,30-39,1989,3281,0,0
2021-04-11,50-59,786,1180,0,0
2021-04-11,90+,60,64,0,0
2021-04-12,60-69,578,638,0,0
2021-04-12,30-39,1764,3047,0,0
2021-04-12,80-89,210,166,0,0
2021-04-12,40-49,1169,1824,0,0
2021-04-12,20-29,2514,4260,0,0
2021-04-12,50-59,862,1056,0,0
2021-04-12,0-19,1384,1778,0,0
2021-04-12,70-79,334,359,0,0
2021-04-12,90+,78,64,0,0
2021-04-13,0-19,700,589,0,0
2021-04-13,60-69,361,249,0,0
2021-04-13,20-29,1559,1456,0,0
2021-04-13,40-49,836,699,0,0
2021-04-13,70-79,241,142,0,0
2021-04-13,30-39,1286,1255,0,0
2021-04-13,90+,86,30,0,0
2021-04-13,50-59,555,419,0,0
2021-04-13,80-89,165,78,0,0
2021-04-14,80-89,74,114,0,0
2021-04-14,30-39,830,1229,0,0
2021-04-14,0-19,417,607,0,0
2021-04-14,90+,17,34,0,0
2021-04-14,20-29,924,1491,0,0
2021-04-14,60-69,239,305,0,0
2021-04-14,70-79,149,170,0,0
2021-04-14,50-59,394,506,0,0
2021-04-14,40-49,551,812,0,0
2021-04-15,60-69,60,44,0,0
2021-04-15,20-29,179,138,0,0
2021-04-15,40-49,82,84,0,0
2021-04-15,80-89,<15,<15,0,0
2021-04-15,50-59,83,62,0,0
2021-04-15,90+,<15,<15,0,0
2021-04-15,30-39,115,104,0,0
2021-04-15,0-19,80,83,0,0
2021-04-15,70-79,38,28,0,0
2021-04-16,30-39,763,1672,0,0
2021-04-16,20-29,1004,2053,0,0
2021-04-16,60-69,196,304,0,0
2021-04-16,80-89,45,83,0,0
2021-04-16,50-59,310,497,0,0
2021-04-16,0-19,467,804,0,0
2021-04-16,90+,<15,24,0,0
2021-04-16,70-79,81,146,0,0
2021-04-16,40-49,489,1029,0,0
2021-04-17,90+,0,<15,0,0
2021-04-17,80-89,<15,<15,0,0
2021-04-17,40-49,116,279,0,0
2021-04-17,30-39,180,453,0,0
2021-04-17,50-59,71,148,0,0
2021-04-17,60-69,43,77,0,0
2021-04-17,20-29,282,691,0,0
2021-04-17,70-79,20,26,0,0
2021-04-17,0-19,84,274,0,0
2021-04-18,20-29,2095,2420,0,0
2021-04-18,40-49,968,1002,0,0
2021-04-18,70-79,232,214,0,0
2021-04-18,50-59,640,570,0,0
2021-04-18,30-39,1433,1723,0,0
2021-04-18,60-69,460,379,0,0
2021-04-18,0-19,1120,987,0,0
2021-04-18,90+,30,27,0,0
2021-04-18,80-89,94,91,0,0
2021-04-19,60-69,400,401,0,0
2021-04-19,80-89,96,142,0,0
2021-04-19,50-59,582,604,0,0
2021-04-19,40-49,872,928,0,0
2021-04-19,20-29,1897,2229,0,0
2021-04-19,90+,32,55,0,0
2021-04-19,0-19,983,911,0,0
2021-04-19,70-79,208,217,0,0
2021-04-19,30-39,1299,1595,0,0
2021-04-20,20-29,1743,1970,0,0
2021-04-20,0-19,863,844,0,0
2021-04-20,70-79,211,216,0,0
2021-04-20,50-59,605,575,0,0
2021-04-20,90+,38,61,0,0
2021-04-20,30-39,1384,1633,0,0
2021-04-20,40-49,922,966,0,0
2021-04-20,80-89,97,148,0,0
2021-04-20,60-69,367,429,0,0
2021-04-21,20-29,1752,2108,0,0
2021-04-21,30-39,1365,1561,0,0
2021-04-21,0-19,855,901,0,0
2021-04-21,70-79,214,222,0,0
2021-04-21,50-59,682,624,0,0
2021-04-21,40-49,886,1036,0,0
2021-04-21,60-69,403,388,0,0
2021-04-21,80-89,121,163,0,0
2021-04-21,90+,48,54,0,0
2021-04-22,90+,<15,61,0,0
2021-04-22,60-69,410,424,0,0
2021-04-22,20-29,1634,2229,0,0
2021-04-22,80-89,85,168,0,0
2021-04-22,30-39,1274,1717,0,0
2021-04-22,70-79,213,259,0,0
2021-04-22,0-19,788,975,0,0
2021-04-22,40-49,901,1097,0,0
2021-04-22,50-59,583,714,0,0
2021-04-23,60-69,137,147,0,0
2021-04-23,0-19,433,473,0,0
2021-04-23,20-29,708,986,0,0
2021-04-23,90+,<15,<15,0,0
2021-04-23,30-39,655,811,0,0
2021-04-23,70-79,63,60,0,0
2021-04-23,80-89,28,36,0,0
2021-04-23,40-49,420,497,0,0
2021-04-23,50-59,278,332,0,0
2021-04-24,60-69,33,34,0,0
2021-04-24,50-59,59,103,0,0
2021-04-24,30-39,147,263,0,0
2021-04-24,90+,0,<15,0,0
2021-04-24,40-49,116,181,0,0
2021-04-24,80-89,<15,<15,0,0
2021-04-24,0-19,112,184,0,0
2021-04-24,70-79,<15,16,0,0
2021-04-24,20-29,262,482,0,0
2021-04-25,80-89,76,110,0,0
2021-04-25,40-49,691,953,0,0
2021-04-25,20-29,1414,2153,0,0
2021-04-25,30-39,1059,1594,0,0
2021-04-25,90+,17,36,0,0
2021-04-25,0-19,631,902,0,0
2021-04-25,60-69,309,389,0,0
2021-04-25,50-59,440,555,0,0
2021-04-25,70-79,169,205,0,0
2021-04-26,60-69,270,367,0,0
2021-04-26,30-39,1198,1645,0,0
2021-04-26,80-89,78,154,0,0
2021-04-26,20-29,1638,2445,0,0
2021-04-26,70-79,167,261,0,0
2021-04-26,50-59,444,663,0,0
2021-04-26,0-19,876,1185,0,0
2021-04-26,40-49,739,1081,0,0
2021-04-26,90+,29,49,0,0
2021-04-27,70-79,165,246,0,0
2021-04-27,80-89,97,160,0,0
2021-04-27,20-29,1149,1807,0,0
2021-04-27,60-69,280,406,0,0
2021-04-27,90+,28,59,0,0
2021-04-27,0-19,663,879,0,0
2021-04-27,30-39,993,1482,0,0
2021-04-27,50-59,459,602,0,0
2021-04-27,40-49,641,946,0,0
2021-04-28,40-49,637,942,0,0
2021-04-28,50-59,402,628,0,0
2021-04-28,60-69,261,409,0,0
2021-04-28,20-29,1301,2211,0,0
2021-04-28,90+,21,79,0,0
2021-04-28,80-89,57,157,0,0
2021-04-28,0-19,676,1079,0,0
2021-04-28,30-39,958,1547,0,0
2021-04-28,70-79,142,227,0,0
2021-04-29,80-89,79,155,0,0
2021-04-29,50-59,426,636,0,0
2021-04-29,70-79,148,247,0,0
2021-04-29,40-49,715,1019,0,0
2021-04-29,30-39,975,1652,0,0
2021-04-29,60-69,296,402,0,0
2021-04-29,90+,16,70,0,0
2021-04-29,20-29,1101,2101,0,0
2021-04-29,0-19,578,960,0,0
2021-04-30,30-39,456,842,0,0
2021-04-30,20-29,452,889,0,0
2021-04-30,80-89,21,65,0,0
2021-04-30,0-19,272,424,0,0
2021-04-30,40-49,340,442,0,0
2021-04-30,90+,<15,<15,0,0
2021-04-30,50-59,197,267,0,0
2021-04-30,60-69,113,131,0,0
2021-04-30,70-79,31,82,0,0
2021-05-01,50-59,32,51,0,0
2021-05-01,80-89,<15,<15,0,0
2021-05-01,20-29,163,325,0,0
2021-05-01,30-39,95,207,0,0
2021-05-01,40-49,71,119,0,0
2021-05-01,70-79,<15,16,0,0
2021-05-01,60-69,16,35,0,0
2021-05-01,90+,0,<15,0,0
2021-05-01,0-19,52,121,0,0
2021-05-02,90+,<15,33,0,0
2021-05-02,0-19,525,964,0,0
2021-05-02,80-89,48,95,0,0
2021-05-02,40-49,427,790,0,0
2021-05-02,30-39,712,1398,0,0
2021-05-02,70-79,107,176,0,0
2021-05-02,60-69,167,328,0,0
2021-05-02,50-59,300,419,0,0
2021-05-02,20-29,914,1858,0,0
2021-05-03,50-59,314,460,0,0
2021-05-03,20-29,949,1619,0,0
2021-05-03,60-69,218,341,0,0
2021-05-03,0-19,555,825,0,0
2021-05-03,80-89,52,115,0,0
2021-05-03,90+,15,50,0,0
2021-05-03,70-79,97,201,0,0
2021-05-03,30-39,799,1368,0,0
2021-05-03,40-49,517,797,0,0
2021-05-04,80-89,65,132,0,0
2021-05-04,30-39,785,1065,0,0
2021-05-04,70-79,134,175,0,0
2021-05-04,40-49,491,692,0,0
2021-05-04,20-29,1033,1285,0,0
2021-05-04,60-69,216,245,0,0
2021-05-04,0-19,467,651,0,0
2021-05-04,90+,18,55,0,0
2021-05-04,50-59,338,389,0,0
2021-05-05,40-49,500,545,0,0
2021-05-05,50-59,286,364,0,0
2021-05-05,80-89,59,110,0,0
2021-05-05,20-29,833,1134,0,0
2021-05-05,30-39,783,930,0,0
2021-05-05,70-79,84,153,0,0
2021-05-05,60-69,177,194,0,0
2021-05-05,0-19,518,575,0,0
2021-05-05,90+,15,36,0,0
2021-05-06,0-19,576,516,0,0
2021-05-06,40-49,505,395,0,0
2021-05-06,20-29,940,959,0,0
2021-05-06,30-39,839,650,0,0
2021-05-06,70-79,102,86,0,0
2021-05-06,90+,<15,<15,0,0
2021-05-06,80-89,46,54,0,0
2021-05-06,50-59,386,249,0,0
2021-05-06,60-69,193,166,0,0
2021-05-07,70-79,42,49,0,0
2021-05-07,0-19,240,350,0,0
2021-05-07,50-59,184,215,0,0
2021-05-07,40-49,310,371,0,0
2021-05-07,80-89,<15,40,0,0
2021-05-07,90+,<15,<15,0,0
2021-05-07,30-39,452,557,0,0
2021-05-07,60-69,111,121,0,0
2021-05-07,20-29,442,735,0,0
2021-05-08,40-49,28,63,0,0
2021-05-08,50-59,19,34,0,0
2021-05-08,90+,0,<15,0,0
2021-05-08,20-29,83,187,0,0
2021-05-08,60-69,<15,25,0,0
2021-05-08,80-89,<15,0,0,0
2021-05-08,0-19,33,54,0,0
2021-05-08,70-79,<15,<15,0,0
2021-05-08,30-39,49,111,0,0
2021-05-09,40-49,412,579,0,0
2021-05-09,60-69,135,295,0,0
2021-05-09,0-19,453,724,0,0
2021-05-09,90+,<15,46,0,0
2021-05-09,70-79,98,155,0,0
2021-05-09,20-29,765,1428,0,0
2021-05-09,80-89,39,86,0,0
2021-05-09,30-39,638,1049,0,0
2021-05-09,50-59,282,365,0,0
2021-05-10,40-49,449,621,0,0
2021-05-10,70-79,99,160,0,0
2021-05-10,50-59,296,378,0,0
2021-05-10,80-89,39,103,0,0
2021-05-10,90+,18,51,0,0
2021-05-10,60-69,157,266,0,0
2021-05-10,30-39,651,1035,0,0
2021-05-10,20-29,739,1329,0,0
2021-05-10,0-19,423,731,0,0
2021-05-11,60-69,128,193,0,0
2021-05-11,70-79,71,130,0,0
2021-05-11,90+,<15,17,0,0
2021-05-11,30-39,585,885,0,0
2021-05-11,80-89,54,69,0,0
2021-05-11,40-49,350,549,0,0
2021-05-11,50-59,228,342,0,0
2021-05-11,0-19,421,530,0,0
2021-05-11,20-29,727,1122,0,0
2021-05-12,0-19,231,553,0,0
2021-05-12,80-89,27,72,0,0
2021-05-12,40-49,306,472,0,0
2021-05-12,20-29,512,858,0,0
2021-05-12,70-79,55,99,0,0
2021-05-12,50-59,194,274,0,0
2021-05-12,30-39,506,736,0,0
2021-05-12,90+,21,29,0,0
2021-05-12,60-69,137,192,0,0
2021-05-13,30-39,405,776,0,0
2021-05-13,40-49,283,503,0,0
2021-05-13,0-19,393,683,0,0
2021-05-13,60-69,126,204,0,0
2021-05-13,50-59,165,297,0,0
2021-05-13,20-29,558,947,0,0
2021-05-13,70-79,53,133,0,0
2021-05-13,80-89,24,75,0,0
2021-05-13,90+,<15,<15,0,0
2021-05-14,90+,<15,<15,0,0
2021-05-14,80-89,15,22,0,0
2021-05-14,60-69,41,70,0,0
2021-05-14,50-59,102,128,0,0
2021-05-14,30-39,199,354,0,0
2021-05-14,70-79,29,45,0,0
2021-05-14,0-19,193,264,0,0
2021-05-14,20-29,229,360,0,0
2021-05-14,40-49,122,211,0,0
2021-05-15,80-89,<15,<15,0,0
2021-05-15,40-49,39,27,0,0
2021-05-15,90+,0,<15,0,0
2021-05-15,60-69,<15,26,0,0
2021-05-15,20-29,75,68,0,0
2021-05-15,70-79,<15,<15,0,0
2021-05-15,30-39,46,40,0,0
2021-05-15,50-59,22,48,0,0
2021-05-15,0-19,27,16,0,0
2021-05-16,20-29,155,372,0,0
2021-05-16,30-39,94,270,0,0
2021-05-16,70-79,17,29,0,0
2021-05-16,0-19,92,188,0,0
2021-05-16,80-89,<15,17,0,0
2021-05-16,50-59,48,97,0,0
2021-05-16,90+,0,<15,0,0
2021-05-16,40-49,74,156,0,0
2021-05-16,60-69,27,58,0,0
2021-05-17,20-29,77,247,0,0
2021-05-17,0-19,43,85,0,0
2021-05-17,70-79,<15,29,0,0
2021-05-17,50-59,30,118,0,0
2021-05-17,40-49,46,114,0,0
2021-05-17,80-89,0,<15,0,0
2021-05-17,30-39,54,143,0,0
2021-05-17,60-69,19,79,0,0
2021-05-18,70-79,68,220,0,0
2021-05-18,20-29,472,1249,0,0
2021-05-18,50-59,200,465,0,0
2021-05-18,0-19,329,646,0,0
2021-05-18,90+,<15,40,0,0
2021-05-18,80-89,30,96,0,0
2021-05-18,40-49,275,691,0,0
2021-05-18,30-39,420,1174,0,0
2021-05-18,60-69,122,330,0,0
2021-05-19,60-69,134,341,0,0
2021-05-19,20-29,653,1471,0,0
2021-05-19,0-19,341,705,0,0
2021-05-19,90+,26,30,0,0
2021-05-19,30-39,459,1088,0,0
2021-05-19,50-59,177,468,0,0
2021-05-19,80-89,45,92,0,0
2021-05-19,70-79,71,144,0,0
2021-05-19,40-49,286,665,0,0
2021-05-20,80-89,22,81,0,0
2021-05-20,60-69,138,222,0,0
2021-05-20,0-19,405,582,0,0
2021-05-20,50-59,209,356,0,0
2021-05-20,30-39,495,872,0,0
2021-05-20,70-79,74,139,0,0
2021-05-20,20-29,626,1036,0,0
2021-05-20,90+,<15,27,0,0
2021-05-20,40-49,304,526,0,0
2021-05-21,40-49,156,187,0,0
2021-05-21,50-59,110,111,0,0
2021-05-21,90+,0,<15,0,0
2021-05-21,60-69,64,83,0,0
2021-05-21,80-89,<15,23,0,0
2021-05-21,30-39,276,336,0,0
2021-05-21,70-79,24,37,0,0
2021-05-21,0-19,200,243,0,0
2021-05-21,20-29,322,350,0,0
2021-05-22,20-29,63,119,0,0
2021-05-22,40-49,21,69,0,0
2021-05-22,90+,0,<15,0,0
2021-05-22,0-19,31,36,0,0
2021-05-22,50-59,27,32,0,0
2021-05-22,80-89,<15,<15,0,0
2021-05-22,60-69,<15,<15,0,0
2021-05-22,30-39,44,97,0,0
2021-05-22,70-79,<15,<15,0,0
2021-05-23,30-39,527,766,0,0
2021-05-23,60-69,110,154,0,0
2021-05-23,80-89,24,46,0,0
2021-05-23,40-49,291,432,0,0
2021-05-23,70-79,52,102,0,0
2021-05-23,0-19,385,524,0,0
2021-05-23,50-59,237,272,0,0
2021-05-23,90+,<15,<15,0,0
2021-05-23,20-29,628,892,0,0
2021-05-24,40-49,270,521,0,0
2021-05-24,20-29,545,900,0,0
2021-05-24,80-89,28,65,0,0
2021-05-24,60-69,119,181,0,0
2021-05-24,70-79,56,115,0,0
2021-05-24,50-59,236,307,0,0
2021-05-24,0-19,367,525,0,0
